State,County,Deaths,Food Environment Index,National Z-Score,% Children in Poverty,95% CI - Low,95% CI - High,National Z-Score,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),% Adults with Diabetes,95% CI - Low,95% CI - High,% Adults with Obesity,95% CI - Low,95% CI - High,# Limited Access to Healthy Foods,% Limited Access to Healthy Foods,# Food Insecure,% Food Insecure,Segregation Index,Population,Population Size,,,,,Population,
Minnesota,Stevens,70,9,-1.3,8,5,11,-1.37,,15,,8,3,9,8,11,38,30,46,335,3,930,10,30,9728,Small,,,,,,
Minnesota,Lac qui Parle,119,9,-1.3,10,6,15,-1.06,,,,32,8,9,8,10,35,28,43,247,3,660,10,,6630,Small,,,,,,
Minnesota,Dodge,176,9.6,-1.81,8,6,11,-1.31,,,81,16,5,8,7,9,38,30,46,674,3,1450,7,84,21088,Small,,,,,,
Minnesota,Pope,159,9,-1.3,9,5,12,-1.26,,,,29,11,9,8,10,38,31,46,333,3,1110,10,,11400,Small,,,,,,
Minnesota,Winona,490,9,-1.3,11,7,15,-0.97,,,89,8,7,9,8,10,35,29,41,1556,3,4950,10,63,49721,Small,,,,,,
Minnesota,Goodhue,601,9.2,-1.47,7,4,10,-1.46,32,9,79,23,8,8,7,10,36,31,42,1388,3,4300,9,56,48035,Small,,,,,,
Minnesota,Lincoln,70,9.1,-1.38,9,5,13,-1.24,,,,,,9,8,11,38,31,46,172,3,550,10,,5521,Small,,,,,,
Minnesota,Wright,1328,9.7,-1.89,5,3,6,-1.76,8,6,1,24,4,9,7,10,37,32,42,3628,3,9730,7,69,151150,Large,,,,,,
Minnesota,Mille Lacs,470,8.6,-0.96,13,8,17,-0.77,40,,,11,10,10,9,11,43,36,49,684,3,3180,12,,27427,Small,,,,,,
Minnesota,Houston,214,9.4,-1.64,7,4,10,-1.46,,,,3,4,9,8,10,38,31,46,485,3,1570,8,,18582,Small,,,,,,
Minnesota,Olmsted,1432,9.5,-1.72,9,5,12,-1.29,,7,35,7,3,9,8,10,35,30,41,3532,2,12930,8,51,164784,Large,,,,,,
Minnesota,Wadena,209,8.6,-0.96,15,10,21,-0.46,,,,,,10,8,11,43,35,51,312,2,1700,12,56,14241,Small,,,,,,
Minnesota,Wabasha,242,9.3,-1.55,8,5,11,-1.39,,,,39,8,8,7,9,33,26,40,466,2,1910,9,,21683,Small,,,,,,
Minnesota,Cottonwood,147,8.8,-1.13,14,9,20,-0.58,,32,,30,14,10,9,12,39,31,47,241,2,1310,11,61,11319,Small,,,,,,
Minnesota,Le Sueur,323,9.4,-1.64,7,4,10,-1.51,,,,27,4,9,8,11,39,32,46,410,1,2500,9,60,29255,Small,,,,,,
Minnesota,Watonwan,147,9,-1.3,12,8,17,-0.83,,,,26,20,10,9,12,39,32,47,123,1,1220,11,,11077,Small,,,,,,
Minnesota,Sibley,151,9.3,-1.55,10,6,13,-1.13,,,,39,6,9,8,11,41,33,49,122,1,1430,10,40,15084,Small,,,,,,
Minnesota,Fillmore,230,9.5,-1.72,12,8,17,-0.84,,,20,9,13,9,8,11,37,30,45,155,1,1920,9,,21522,Small,,,,,,
Mississippi,Quitman,213,0.4,3,46,29,62,3,,,49,,50,18,16,21,50,42,59,5148,63,1270,21,35,5546,Small,,,,,,
Mississippi,Tallahatchie,310,4.1,2.88,40,26,54,2.63,,,54,,27,16,15,18,45,38,53,4826,31,2400,19,48,11837,Small,,,,,,
Mississippi,Bolivar,962,3.9,3.05,45,36,55,3.26,,,62,,13,16,14,18,46,39,53,9499,28,6510,21,59,28968,Small,,,,,,
Mississippi,Sunflower,760,4.6,2.46,40,26,53,2.54,,,49,,22,17,15,20,48,40,55,7345,25,5100,20,36,24468,Small,,,,,,
Mississippi,Kemper,200,4.9,2.2,36,22,50,2.09,,,62,,5,15,13,17,47,39,56,2506,24,1670,19,13,8584,Small,,,,,,
Mississippi,Leflore,856,4.8,2.28,39,24,54,2.46,,,52,35,6,19,17,21,46,38,54,6733,21,5760,21,59,26378,Small,,,,,,
Mississippi,Carroll,252,5,2.11,24,15,33,0.58,,,57,,13,15,13,17,42,34,50,2164,20,1980,20,30,9535,Small,,,,,,
Mississippi,Yazoo,622,4.6,2.46,34,21,48,1.88,,,58,,12,17,15,19,45,37,54,5709,20,6000,22,55,25796,Small,,,,,,
Mississippi,Oktibbeha,683,5.4,1.77,25,17,34,0.79,,,37,7,10,14,13,16,41,35,47,9251,19,9440,18,27,51203,Small,,,,,,
Mississippi,Holmes,507,4.2,2.8,46,30,61,3,,,,,,20,17,22,53,44,61,3547,18,4140,25,22,15777,Small,,,,,,
Mississippi,Washington,1322,4.8,2.28,47,35,59,3.44,,,52,73,5,16,14,18,45,38,51,9024,18,9820,22,45,41946,Small,,,,,,
Mississippi,Lauderdale,1686,5.3,1.86,33,25,42,1.78,,,57,37,23,14,13,16,39,33,46,13921,17,14670,20,53,70527,Small,,,,,,
Mississippi,Benton,205,5.7,1.52,30,18,42,1.37,,,54,,19,14,12,16,44,35,53,1480,17,1410,19,52,7438,Small,,,,,,
Mississippi,Lafayette,723,6.3,1.01,15,9,20,-0.53,,18,24,14,12,12,10,13,40,33,47,7954,17,8850,16,25,58467,Small,,,,,,
Mississippi,Scott,633,5.6,1.6,28,19,37,1.13,,,39,39,17,16,14,18,46,38,53,4581,16,5340,19,28,27507,Small,,,,,,
Mississippi,Coahoma,742,4.9,2.2,43,27,58,2.91,,,56,8,8,19,17,22,48,41,56,4171,16,4740,22,40,20077,Small,,,,,,
Mississippi,Hancock,1037,5.9,1.35,20,13,28,0.16,,,41,31,18,11,10,13,36,29,44,6786,15,8360,18,58,46159,Small,,,,,,
Mississippi,Issaquena,,4.8,2.28,63,38,88,3,,,,,,16,14,19,46,37,55,217,15,280,23,,1256,Small,,,,,,
Mississippi,Attala,414,5.7,1.52,28,17,38,1.08,,,42,,20,15,13,17,44,37,52,3015,15,3420,19,36,17359,Small,,,,,,
Mississippi,Adams,769,5.6,1.6,32,20,44,1.64,,,54,59,6,16,14,18,44,37,51,4975,15,5740,20,52,28746,Small,,,,,,
Mississippi,Franklin,205,5.1,2.03,25,15,34,0.71,,,53,,20,14,12,16,42,34,51,1220,15,1690,22,26,7610,Small,,,,,,
Mississippi,Hinds,5111,6.4,0.92,30,23,37,1.34,19,8,36,31,6,16,14,18,47,41,53,36419,15,36390,16,57,214870,Large,,,,,,
Mississippi,Harrison,4330,5.7,1.52,20,15,26,0.15,,26,42,39,11,12,11,14,35,30,40,27752,15,40530,19,43,210612,Large,,,,,,
Mississippi,Lowndes,1232,6.3,1.01,27,18,36,0.96,2,,44,28,6,14,12,16,44,38,51,8835,15,9890,17,46,57283,Small,,,,,,
Mississippi,Tate,645,6.3,1.01,20,12,27,0.1,,,46,,14,13,11,15,40,33,49,4065,14,4840,17,25,28261,Small,,,,,,
Mississippi,Copiah,705,6.2,1.09,31,20,42,1.46,,,47,58,21,15,13,17,46,38,55,4012,14,4990,18,47,27664,Small,,,,,,
Mississippi,Stone,410,5.6,1.6,22,14,31,0.38,,,54,48,21,13,11,15,41,33,50,2237,13,3820,21,47,18756,Small,,,,,,
Mississippi,Walthall,365,6,1.26,31,19,43,1.47,,,19,63,6,14,12,16,41,34,50,1859,12,2690,19,27,13863,Small,,,,,,
Mississippi,Humphreys,271,5.1,2.03,47,29,66,3,,,44,,14,20,18,23,51,43,59,1113,12,1810,23,24,7216,Small,,,,,,
Mississippi,Jackson,2889,6.2,1.09,18,12,23,-0.18,,11,38,25,8,11,10,13,38,32,44,16225,12,27040,19,55,146389,Large,,,,,,
Mississippi,Leake,487,6,1.26,30,19,40,1.31,56,,37,39,12,15,13,17,45,37,53,2713,11,4160,20,42,21258,Small,,,,,,
Mississippi,Clay,440,6.8,0.58,31,19,43,1.49,,,43,,8,16,14,18,43,35,51,2315,11,3010,16,21,18206,Small,,,,,,
Mississippi,DeSoto,3137,7.4,0.07,12,9,16,-0.83,,4,21,18,10,11,10,13,40,34,46,17716,11,25020,13,32,193247,Large,,,,,,
Mississippi,Panola,819,6.4,0.92,36,27,45,2.09,,,38,78,15,16,14,18,46,38,54,3686,11,5990,18,36,32669,Small,,,,,,
Mississippi,Lamar,901,6.6,0.75,15,10,20,-0.5,,,49,39,10,11,10,13,40,33,46,5793,10,11130,17,41,66217,Small,,,,,,
Mississippi,Winston,395,5.8,1.43,42,32,52,2.85,,,69,,30,15,13,17,45,38,53,1969,10,3720,21,24,17416,Small,,,,,,
Mississippi,Marshall,939,6.6,0.75,31,21,40,1.42,,,48,53,20,15,13,17,44,36,53,3784,10,6030,18,39,34123,Small,,,,,,
Mississippi,Montgomery,312,6.1,1.18,33,21,45,1.75,,,56,,13,16,14,18,46,38,53,1093,10,1940,20,21,9600,Small,,,,,,
Mississippi,Perry,321,5.5,1.69,28,18,38,1.15,,,41,91,12,14,12,16,42,33,50,1210,10,2600,23,23,11315,Small,,,,,,
Mississippi,Jefferson Davis,327,6.5,0.83,38,24,52,2.38,,,48,,49,16,14,18,44,35,52,1195,10,2050,18,12,10969,Small,,,,,,
Mississippi,Yalobusha,344,6.5,0.83,28,18,39,1.16,,,65,,14,14,13,16,43,35,52,1169,9,2320,19,24,12386,Small,,,,,,
Mississippi,Claiborne,213,6.4,0.92,42,26,57,2.8,,,34,,64,18,16,21,51,42,60,879,9,1720,19,33,8617,Small,,,,,,
Mississippi,Jones,1516,6.4,0.92,25,17,33,0.74,14,,60,45,13,13,11,14,43,37,50,6135,9,12770,19,55,66250,Small,,,,,,
Mississippi,Forrest,1584,6.1,1.18,21,12,30,0.23,,,46,39,10,14,12,16,44,38,51,6761,9,15770,20,53,78208,Small,,,,,,
Mississippi,Newton,492,6.1,1.18,24,15,33,0.64,,,45,,17,14,12,16,44,37,52,1953,9,4280,20,35,21019,Small,,,,,,
Mississippi,Warren,1069,6.8,0.58,32,23,42,1.62,,,49,,9,13,11,15,42,34,50,4173,9,7690,17,43,42298,Small,,,,,,
Mississippi,Wilkinson,238,6.5,0.83,37,22,51,2.17,,,,,,17,15,20,49,41,58,840,8,1580,19,6,8058,Small,,,,,,
Mississippi,Tunica,270,6.4,0.92,42,26,57,2.78,,,61,,23,19,16,21,50,42,59,908,8,1890,19,25,9234,Small,,,,,,
Mississippi,Rankin,2420,7.5,-0.02,11,7,15,-0.95,14,1,25,20,9,11,9,12,36,30,43,11690,8,22530,14,27,160417,Large,,,,,,
Mississippi,Lawrence,315,6,1.26,26,16,35,0.81,,,32,14,26,15,13,16,43,35,51,1061,8,2540,21,33,11741,Small,,,,,,
Mississippi,Alcorn,788,6.1,1.18,23,16,31,0.53,,,48,6,15,12,11,14,42,35,50,2893,8,7200,21,52,34135,Small,,,,,,
Mississippi,Lincoln,807,6.6,0.75,24,16,32,0.64,,,30,,27,14,12,16,43,36,50,2571,7,6640,19,47,34702,Small,,,,,,
Mississippi,Noxubee,236,6.7,0.66,37,22,52,2.23,,,,,,17,15,19,47,39,55,833,7,1900,19,24,9914,Small,,,,,,
Mississippi,Wayne,464,6.5,0.83,31,19,43,1.44,,,39,43,25,14,12,16,46,37,54,1463,7,3790,19,47,19703,Small,,,,,,
Mississippi,Lee,1696,7.3,0.15,18,13,24,-0.09,,71,37,30,6,13,11,14,41,34,47,5714,7,13180,16,42,82799,Small,,,,,,
Mississippi,Amite,348,5.9,1.35,29,19,40,1.27,,,70,,16,15,13,17,45,37,54,894,7,2840,22,22,12442,Small,,,,,,
Mississippi,Itawamba,516,7.2,0.24,17,11,23,-0.24,,,,,,11,10,13,38,30,46,1546,7,3900,16,68,24093,Small,,,,,,
Mississippi,Simpson,676,7,0.41,28,19,37,1.08,,,40,20,15,13,11,15,42,34,50,1795,7,4560,18,23,25715,Small,,,,,,
Mississippi,Clarke,371,6.4,0.92,27,16,37,0.92,,,44,19,10,14,12,16,45,37,53,1070,6,3130,20,35,15228,Small,,,,,,
Mississippi,Choctaw,180,6.5,0.83,27,16,38,0.99,,,37,,14,13,11,15,42,34,50,543,6,1600,20,34,8088,Small,,,,,,
Mississippi,Pontotoc,646,6.7,0.66,19,12,26,-0.04,,,28,32,15,12,10,14,43,36,51,1847,6,5850,19,34,31535,Small,,,,,,
Mississippi,Marion,692,6.4,0.92,27,17,37,0.97,,,35,,25,14,12,16,44,36,52,1656,6,4950,20,29,24224,Small,,,,,,
Mississippi,Grenada,569,6.7,0.66,29,19,40,1.26,,,38,,19,15,13,17,45,37,53,1296,6,4110,19,41,21065,Small,,,,,,
Mississippi,Chickasaw,411,6.4,0.92,26,16,36,0.86,,,46,1,20,15,13,17,47,39,55,1009,6,3480,21,23,16866,Small,,,,,,
Mississippi,Pearl River,1448,6.7,0.66,23,16,31,0.54,,,27,24,17,11,10,13,40,33,48,3193,6,10750,19,68,57978,Small,,,,,,
Mississippi,Pike,1057,6.1,1.18,34,23,45,1.86,,,51,56,19,16,14,18,46,39,53,2305,6,8690,22,34,39394,Small,,,,,,
Mississippi,Union,552,7.1,0.32,20,13,26,0.06,,,27,56,12,12,10,13,40,32,48,1548,6,4840,17,34,28284,Small,,,,,,
Mississippi,George,585,6.2,1.09,19,11,26,-0.04,,,70,,18,12,11,14,40,33,49,1282,6,5310,22,56,25619,Small,,,,,,
Mississippi,Smith,325,6.9,0.49,24,15,32,0.55,,,54,,11,14,12,16,42,34,51,896,5,2630,18,38,14099,Small,,,,,,
Mississippi,Jasper,451,7.3,0.15,28,18,39,1.13,,,39,,12,15,13,17,44,36,53,894,5,2690,17,40,16013,Small,,,,,,
Mississippi,Sharkey,135,6.5,0.83,52,32,71,3,,,43,,24,19,17,21,50,41,59,229,5,810,21,17,3336,Small,,,,,,
Mississippi,Jefferson,197,6,1.26,40,25,55,2.64,,,,,,19,17,21,52,44,60,349,5,1640,23,39,6941,Small,,,,,,
Mississippi,Madison,1553,8.2,-0.61,13,8,18,-0.74,,,24,51,6,11,9,12,37,31,44,4006,4,14250,13,48,112511,Large,,,,,,
Mississippi,Monroe,841,7.4,0.07,24,16,31,0.57,,,22,,17,14,12,15,41,34,48,1431,4,5780,17,53,33609,Small,,,,,,
Mississippi,Webster,265,7,0.41,23,14,31,0.44,,,42,,14,12,10,14,40,32,48,370,4,1850,19,32,9988,Small,,,,,,
Mississippi,Prentiss,583,7.1,0.32,24,16,31,0.57,,,21,13,11,12,10,14,40,33,49,818,3,4640,19,64,25135,Small,,,,,,
Mississippi,Neshoba,875,6.4,0.92,28,19,38,1.13,35,,65,,22,15,13,17,42,35,50,596,2,6430,22,47,28789,Small,,,,,,
Mississippi,Tippah,511,6.9,0.49,26,20,33,0.91,,,12,82,26,12,11,14,42,34,50,412,2,4360,20,35,21287,Small,,,,,,
Mississippi,Greene,267,6.7,0.66,25,16,34,0.74,,,57,,21,13,11,15,43,34,51,243,2,2870,21,44,13601,Small,,,,,,
Mississippi,Calhoun,352,7,0.41,26,16,35,0.8,,,44,48,11,14,12,16,42,34,50,172,1,2620,20,38,12685,Small,,,,,,
Mississippi,Covington,484,,1.16,30,18,41,1.33,,,28,,12,14,12,16,41,34,49,,,3540,19,37,18059,Small,,,,,,
Mississippi,Tishomingo,546,,1.16,18,11,25,-0.11,,,,75,21,12,10,13,40,32,48,,,4040,21,71,18507,Small,,,,,,
Missouri,Mercer,68,4.1,2.88,19,11,27,0,,,,,,10,9,12,42,34,51,1429,38,560,16,,3469,Small,,,,,,
Missouri,Schuyler,71,4.2,2.8,23,14,33,0.53,,,,,,10,8,11,40,32,48,1654,37,630,16,,4053,Small,,,,,,
Missouri,Nodaway,214,5,2.11,13,8,18,-0.74,,,,37,18,11,9,13,42,35,50,7318,31,3180,15,49,20695,Small,,,,,,
Missouri,Barton,215,4.4,2.63,22,14,30,0.37,,,,22,29,12,10,14,43,34,52,3384,27,2280,20,,11731,Small,,,,,,
Missouri,Carter,136,4.1,2.88,30,20,40,1.36,,,,,,11,10,13,40,32,49,1650,26,1120,21,,5303,Small,,,,,,
Missouri,Pulaski,744,5.7,1.52,12,7,17,-0.88,22,,68,17,6,11,9,12,35,29,43,11526,22,8520,16,34,53812,Small,,,,,,
Missouri,Douglas,300,5.4,1.77,24,14,34,0.62,,,,,,11,10,13,39,31,47,2689,20,2180,19,,12228,Small,,,,,,
Missouri,Reynolds,138,5.3,1.86,30,19,42,1.38,,,,,,11,10,13,41,33,49,1222,18,1210,20,,5950,Small,,,,,,
Missouri,Wayne,322,4.7,2.37,32,20,44,1.63,,,,,,11,10,13,41,34,50,2402,18,2500,23,,10811,Small,,,,,,
Missouri,Ozark,227,5,2.11,31,19,43,1.47,,,,47,24,12,11,14,44,36,53,1725,18,1830,21,,8970,Small,,,,,,
Missouri,Taney,1127,5.8,1.43,19,12,25,-0.06,,,79,29,19,11,9,13,39,31,48,9021,17,9940,18,75,56775,Small,,,,,,
Missouri,Laclede,805,6,1.26,20,13,27,0.12,,,,32,24,11,10,13,44,36,52,6023,17,6200,17,68,36680,Small,,,,,,
Missouri,Vernon,450,5.9,1.35,21,13,29,0.28,,,,13,27,11,9,12,41,33,50,3418,16,3530,18,,19710,Small,,,,,,
Missouri,Henry,474,6.1,1.18,22,16,29,0.42,,,,32,23,11,9,12,40,32,49,3535,16,3730,17,,22485,Small,,,,,,
Missouri,Shelby,107,6.5,0.83,19,12,26,0.01,,,,,,11,10,13,41,34,50,970,15,940,16,,5931,Small,,,,,,
Missouri,Harrison,136,6.1,1.18,21,12,29,0.18,,,,3,16,11,9,12,43,35,50,1322,15,1430,17,,8220,Small,,,,,,
Missouri,Saline,418,6.8,0.58,22,15,28,0.32,,66,14,15,22,11,10,13,39,32,47,3313,14,3470,15,42,23049,Small,,,,,,
Missouri,Dallas,417,6,1.26,22,13,31,0.38,,,,,,11,9,13,41,33,49,2370,14,3150,18,,17768,Small,,,,,,
Missouri,Grundy,190,6.4,0.92,21,12,31,0.29,,,,55,12,11,9,13,40,32,48,1405,14,1650,17,,9815,Small,,,,,,
Missouri,Lewis,167,6.7,0.66,19,12,26,-0.04,,,7,,18,11,10,13,40,32,48,1327,13,1580,16,41,9818,Small,,,,,,
Missouri,Iron,284,5.9,1.35,26,16,35,0.81,,,,72,29,11,9,13,39,31,48,1344,13,1860,20,,9440,Small,,,,,,
Missouri,Macon,279,7.1,0.32,17,10,23,-0.3,,,,35,9,10,9,12,37,30,44,1945,12,2180,14,51,15161,Small,,,,,,
Missouri,Ste. Genevieve,325,7.2,0.24,12,7,17,-0.85,,,,,,10,9,12,37,29,45,2255,12,2510,14,,18642,Small,,,,,,
Missouri,Holt,,7.2,0.24,15,9,21,-0.52,,,,,,10,9,12,40,31,48,592,12,600,14,,4248,Small,,,,,,
Missouri,Bollinger,228,6.7,0.66,21,12,29,0.21,,,,,,11,9,13,41,33,50,1435,12,1760,17,,10544,Small,,,,,,
Missouri,Buchanan,1623,6.7,0.66,19,13,25,0,,48,58,36,17,11,10,13,40,34,46,10318,12,14010,17,44,82956,Small,,,,,,
Missouri,Johnson,745,7.3,0.15,13,9,18,-0.72,,60,27,7,10,10,9,12,40,34,46,6077,12,7480,14,51,54962,Small,,,,,,
Missouri,Adair,360,6.9,0.49,17,10,24,-0.26,,,3,15,13,11,10,13,42,35,50,2953,12,3980,16,55,25122,Small,,,,,,
Missouri,Cedar,300,6.3,1.01,21,12,30,0.28,,,,2,19,12,10,13,42,34,50,1535,11,2660,19,,14672,Small,,,,,,
Missouri,Sullivan,119,7.1,0.32,19,11,27,-0.04,,,,12,22,12,10,14,40,31,50,706,11,910,15,60,5797,Small,,,,,,
Missouri,Howell,856,6.1,1.18,20,12,29,0.16,75,,,6,23,12,10,14,41,34,48,4207,10,7900,20,,40735,Small,,,,,,
Missouri,Putnam,104,7.3,0.15,21,13,29,0.22,,,,,,10,8,11,41,32,49,508,10,660,14,,4638,Small,,,,,,
Missouri,Madison,309,6.9,0.49,21,13,29,0.21,,,,,,10,9,12,38,30,46,1248,10,2040,16,,12698,Small,,,,,,
Missouri,Wright,399,6.4,0.92,25,15,35,0.73,,,,2,25,12,10,14,41,33,49,1902,10,3390,18,,19403,Small,,,,,,
Missouri,Cooper,264,7.3,0.15,13,8,19,-0.71,,,46,,11,10,9,12,41,33,50,1763,10,2450,15,44,16947,Small,,,,,,
Missouri,Boone,2056,7.4,0.07,12,8,16,-0.85,,3,46,39,7,10,8,11,33,28,39,16245,10,26040,14,44,189463,Large,,,,,,
Missouri,Pike,336,7,0.41,19,11,26,-0.04,,,13,,22,11,10,13,43,36,52,1838,10,2840,16,39,17935,Small,,,,,,
Missouri,Gentry,113,7,0.41,20,12,27,0.07,,,,,,10,9,12,38,30,46,653,10,980,16,,6287,Small,,,,,,
Missouri,Cape Girardeau,1269,7.4,0.07,14,8,19,-0.67,,25,38,26,10,11,9,12,41,34,48,7204,10,11800,14,55,82984,Small,,,,,,
Missouri,Audrain,452,6.7,0.66,19,11,27,0.01,,,42,77,24,11,10,13,40,32,48,2397,9,4330,17,47,24394,Small,,,,,,
Missouri,Phelps,849,6.9,0.49,17,11,23,-0.25,,13,,47,14,11,9,12,39,32,47,4190,9,7420,17,77,45284,Small,,,,,,
Missouri,Carroll,151,7.6,-0.1,17,10,24,-0.2,,,,,,10,9,12,39,32,47,848,9,1160,14,,8391,Small,,,,,,
Missouri,Jasper,2287,6.8,0.58,18,12,24,-0.11,8,11,23,38,22,11,9,12,36,29,43,10657,9,21250,17,55,125056,Large,,,,,,
Missouri,Cole,1139,7.9,-0.36,11,7,16,-0.95,,,38,4,6,9,8,11,37,30,44,6764,9,9500,12,48,77278,Small,,,,,,
Missouri,Oregon,252,6.1,1.18,28,16,39,1.06,,,,,,12,10,13,44,36,53,946,9,1810,21,,8720,Small,,,,,,
Missouri,Bates,314,6.7,0.66,16,10,23,-0.32,,,95,9,28,10,9,12,38,31,47,1475,9,2840,18,42,16242,Small,,,,,,
Missouri,Butler,1114,6.3,1.01,25,16,33,0.69,,,28,36,24,11,10,13,41,35,49,3689,9,8260,20,50,41948,Small,,,,,,
Missouri,Cass,1585,8,-0.44,9,6,12,-1.29,,4,24,3,9,9,8,10,35,29,41,8442,8,13040,12,53,111732,Large,,,,,,
Missouri,Barry,764,6.8,0.58,20,12,29,0.15,6,,,23,28,11,9,12,38,31,47,3014,8,6000,17,,35265,Small,,,,,,
Missouri,Jefferson,3964,7.8,-0.27,11,8,14,-1,,19,35,19,9,9,8,11,39,34,45,18262,8,28710,13,64,231230,Large,,,,,,
Missouri,Linn,220,7.2,0.24,21,13,28,0.18,,,,36,26,11,9,12,41,34,49,1027,8,1890,16,,11791,Small,,,,,,
Missouri,Greene,4939,7.3,0.15,16,12,20,-0.37,20,6,20,12,15,10,8,11,35,29,40,21952,8,46470,16,47,304611,Large,,,,,,
Missouri,Knox,62,7.4,0.07,26,16,36,0.87,,,,,,11,10,13,39,31,47,324,8,560,15,,3723,Small,,,,,,
Missouri,Caldwell,161,7.2,0.24,15,9,21,-0.5,,,,,,11,9,12,40,32,49,739,8,1410,16,,8955,Small,,,,,,
Missouri,Jackson,12297,7.6,-0.1,15,11,18,-0.53,8,14,34,26,9,11,9,12,39,35,43,52801,8,100540,14,57,718560,Large,,,,,,
Missouri,St. Francois,1531,6.6,0.75,16,9,22,-0.39,,,34,11,17,11,9,12,40,33,47,5114,8,12280,18,67,67058,Small,,,,,,
Missouri,Callaway,778,7.9,-0.36,16,11,21,-0.42,,,20,12,14,11,9,12,42,35,49,3466,8,5720,13,33,44731,Small,,,,,,
Missouri,Dent,389,6.8,0.58,23,14,31,0.48,,,,67,13,11,10,13,39,31,47,1195,8,2600,18,,14647,Small,,,,,,
Missouri,Scott,831,7.2,0.24,22,14,30,0.36,,,50,12,14,12,10,14,43,37,50,2988,8,6060,16,61,37889,Small,,,,,,
Missouri,Washington,683,6.7,0.66,25,17,34,0.79,,,,21,24,11,10,13,39,31,47,1747,7,4400,19,,23534,Small,,,,,,
Missouri,Christian,1237,8,-0.44,9,6,13,-1.23,13,15,,14,11,9,8,11,37,30,44,5299,7,11440,13,59,94422,Small,,,,,,
Missouri,Lafayette,590,7.8,-0.27,14,9,19,-0.64,,23,,19,14,10,8,11,39,32,46,2275,7,4430,14,45,33196,Small,,,,,,
Missouri,Marion,558,7.4,0.07,15,9,21,-0.51,,,22,,13,10,9,12,36,29,44,1942,7,4370,15,50,28336,Small,,,,,,
Missouri,DeKalb,218,7.8,-0.27,12,7,17,-0.82,,,,,,10,9,11,42,34,51,826,6,1640,14,,9899,Small,,,,,,
Missouri,Platte,1164,8.2,-0.61,6,4,9,-1.57,,6,17,17,7,9,8,11,40,33,46,5646,6,12900,12,38,111940,Large,,,,,,
Missouri,Howard,163,7.9,-0.36,14,9,20,-0.57,,,,,,10,9,12,40,32,49,641,6,1380,14,44,10101,Small,,,,,,
Missouri,Pettis,784,7.4,0.07,16,10,23,-0.35,,,36,25,11,10,9,12,39,32,47,2652,6,6790,16,46,43530,Small,,,,,,
Missouri,Camden,884,7.4,0.07,17,10,24,-0.25,,,34,34,18,10,8,11,34,27,41,2718,6,6760,16,77,44044,Small,,,,,,
Missouri,Pemiscot,522,6.1,1.18,36,22,49,2.09,,,47,5,29,14,12,16,44,36,52,1115,6,3370,22,40,14613,Small,,,,,,
Missouri,Randolph,522,7.1,0.32,18,12,24,-0.09,,,,50,21,11,9,13,42,34,49,1529,6,4200,17,59,24109,Small,,,,,,
Missouri,Lawrence,725,7.4,0.07,20,14,26,0.13,,,,43,21,11,9,12,42,34,51,2309,6,6100,16,,38872,Small,,,,,,
Missouri,Montgomery,247,7.3,0.15,20,13,26,0.06,,,,37,16,11,9,12,41,33,50,723,6,1850,16,48,11459,Small,,,,,,
Missouri,Clay,3236,8.2,-0.61,9,6,12,-1.25,4,11,29,18,9,10,8,11,35,31,40,13008,6,31300,12,39,259772,Large,,,,,,
Missouri,Monroe,160,7.4,0.07,15,9,22,-0.46,,,,21,18,11,9,12,41,34,50,512,6,1380,16,42,8698,Small,,,,,,
Missouri,Newton,1149,7.5,-0.02,17,11,22,-0.3,5,16,,32,15,10,9,11,37,30,45,3310,6,9050,15,71,60677,Small,,,,,,
Missouri,Daviess,138,7.7,-0.19,18,11,25,-0.13,,,,,,11,9,12,37,30,46,457,5,1230,15,,8551,Small,,,,,,
Missouri,Dunklin,818,6.5,0.83,29,19,39,1.25,,,56,26,24,12,11,14,43,36,50,1724,5,5700,20,47,27032,Small,,,,,,
Missouri,Worth,,7.3,0.15,21,12,29,0.22,,,,,,11,9,12,40,31,48,116,5,330,17,,1907,Small,,,,,,
Missouri,Benton,531,7,0.41,24,15,33,0.62,,,3,34,25,11,9,12,38,31,47,987,5,3560,18,,20552,Small,,,,,,
Missouri,Texas,591,6.7,0.66,26,16,35,0.83,,,,65,25,11,10,13,41,34,49,1321,5,4810,19,,25619,Small,,,,,,
Missouri,St. Louis,14914,8.5,-0.87,13,10,15,-0.79,1,4,30,14,5,10,9,12,33,29,38,50436,5,114480,12,74,987059,Large,,,,,,
Missouri,Shannon,207,7.2,0.24,33,21,46,1.76,,,,,,11,10,13,41,33,50,416,5,1220,17,,7238,Small,,,,,,
Missouri,St. Charles,4591,8.8,-1.13,6,4,7,-1.66,,10,17,13,3,9,7,10,36,30,42,17694,5,41170,10,33,416659,Large,,,,,,
Missouri,Perry,310,8,-0.44,13,8,18,-0.74,,,,17,13,10,9,12,37,30,45,920,5,2630,14,70,18950,Small,,,,,,
Missouri,Stone,683,7.5,-0.02,20,13,28,0.13,,,,43,17,10,9,12,40,32,48,1519,5,5090,16,,32658,Small,,,,,,
Missouri,Andrew,261,8.3,-0.7,10,6,13,-1.15,,,,14,3,9,8,11,42,35,50,799,5,2210,12,,18127,Small,,,,,,
